# Nehboro malicious domains feed
# Format: domain,notes
# Supports wildcards: *.evil.com, pay*.net
# Last updated: populated by community reports
domain,notes
"digipayments.site","custom static list mthcht"
"tgtogocomaiodnqop.camdvr.org","custom static list mthcht"
"uspostalupdates01.dynssl.com","custom static list mthcht"
"form64whatsapp.duckdns.org","custom static list mthcht"
"luc1sspn33877guy.dns05.com","custom static list mthcht"
"eociaooop.dumb1.com","custom static list mthcht"
"zgcikfdesk.duckdns.org","custom static list mthcht"
"customersupport.click","custom static list mthcht"
"usbank-securelogin09.myddns.com","custom static list mthcht"
"telegramhai.com","custom static list mthcht"
"montblancgroup.cfd","custom static list mthcht"
"web-telegram-preview.ru","custom static list mthcht"
"beautiful-picture-car-t811uy.ns01.info","custom static list mthcht"
"secure-bofa011165.serveuser.com","custom static list mthcht"
"kedud.life","custom static list mthcht"
"wellsfargosecureaccount.com","custom static list mthcht"
"manager.ftp1.biz","custom static list mthcht"
"www-optirism.com","custom static list mthcht"
"securefgsiverify.duckdns.org","custom static list mthcht"
"fzrhgrwzrg.duckdns.org","custom static list mthcht"
"googleapis2.duckdns.org","custom static list mthcht"
"rieodi.mjusy.com","custom static list mthcht"
"1-tdonline.my03.com","custom static list mthcht"
"santanderabogados.co","custom static list mthcht"
"loocarpoint.duckdns.org","custom static list mthcht"
"shkaf-kupe.eliz.talisman-shop.pro","custom static list mthcht"
"spinrewads19shear.dnset.com","custom static list mthcht"
"benzkartel.duckdns.org","custom static list mthcht"
"ygzonmlbmb.duckdns.org","custom static list mthcht"
"verify-apple-pay.com","custom static list mthcht"
"jamesstella.shop","custom static list mthcht"
"vamwctgjen.duckdns.org","custom static list mthcht"
"bitrat9300.duckdns.org","custom static list mthcht"
"checkme12.freeddns.org","custom static list mthcht"
"wxdaa.com","custom static list mthcht"
"fluxio.su","custom static list mthcht"
"floodernetwork111.accesscam.org","custom static list mthcht"
"ochnik.11teamsports.sbs","custom static list mthcht"
"wap.2waky.com","custom static list mthcht"
"bafybeiavc57crosaznswash37fxwsrytb355vwcfdebskzrshu4rkr74ha.ipfs.dweb.link","custom static list mthcht"
"daummail.otzo.com","custom static list mthcht"
"moonvenom4449.duckdns.org","custom static list mthcht"
"customerupdates.duckdns.org","custom static list mthcht"
"confirmation-id44813.com","custom static list mthcht"
"metuem.shop","custom static list mthcht"
"services.mrbasic.com","custom static list mthcht"
"truistver3.my03.com","custom static list mthcht"
"paypal-logina.byethost6.com","custom static list mthcht"
"bankstatement.ca","custom static list mthcht"
"someone78s.no-ip.biz","custom static list mthcht"
"quickdatenight.duckdns.org","custom static list mthcht"
"usdtlee.com","custom static list mthcht"
"unifikator.ru","custom static list mthcht"
"lahmanasayatausayauikan.ooguy.com","custom static list mthcht"
"wariorsdontquits.duckdns.org","custom static list mthcht"
"facebookverifid.3utilities.com","custom static list mthcht"
"wavsp.com","custom static list mthcht"
"confirmation-id452992.com","custom static list mthcht"
"loulreubad.duckdns.org","custom static list mthcht"
"pubgspincolec19.dnset.com","custom static list mthcht"
"cekjlyxutp.duckdns.org","custom static list mthcht"
"ntcx.pro","custom static list mthcht"
"onlinestrausss.shop","custom static list mthcht"
"srv6-coinbase.com","custom static list mthcht"
"wkkzajasqs.duckdns.org","custom static list mthcht"
"mtbaexikuy.duckdns.org","custom static list mthcht"
"ustroyuu.com","custom static list mthcht"
"confirmation-id36712.com","custom static list mthcht"
"without.duckdns.org","custom static list mthcht"
"gllraauvmm.duckdns.org","custom static list mthcht"
"app-metadao-f.top","custom static list mthcht"
"services.work.gd","custom static list mthcht"
"versee.dnset.com","custom static list mthcht"
"normal-dmn.info","custom static list mthcht"
"xsgtzfsxhn.duckdns.org","custom static list mthcht"
"5376a48b2-07b2-40c0-9286-f913f99eb18b.web-coinbase.com","custom static list mthcht"
"lrsmt.com","custom static list mthcht"
"2026jysksale.com","custom static list mthcht"
"exodus-recovery-portal.misecure.com","custom static list mthcht"
"nid-naverpep.servequake.com","custom static list mthcht"
"kgmnzhgzbrcdn.ddnsgeek.com","custom static list mthcht"
"truis-tx3.zzux.com","custom static list mthcht"
"teiegvpvro.club","custom static list mthcht"
"03zj7hwbwh.myz.info","custom static list mthcht"
"aslidomino.pro","custom static list mthcht"
"crimson-lolita-96.tiiny.site","custom static list mthcht"
"oraclewebonline.com","custom static list mthcht"
"lxdzmpxadx.duckdns.org","custom static list mthcht"
"redeban.duckdns.org","custom static list mthcht"
"en-bitcoin.org","custom static list mthcht"
"sexjaumo.com","custom static list mthcht"
"new-kyrinsmp.zapto.org","custom static list mthcht"
"qiudbkj.mmm.page","custom static list mthcht"
"qosjax.uhermann.com","custom static list mthcht"
"areaclientesbradesco.ooguy.com","custom static list mthcht"
"marketlinkreformmanageportal.xyz","custom static list mthcht"
"cbnaazrqcc.duckdns.org","custom static list mthcht"
"waleedawaji.shop","custom static list mthcht"
"freeucskin.dnset.com","custom static list mthcht"
"tiktokcart.net","custom static list mthcht"
"wgcxsnicqm.duckdns.org","custom static list mthcht"
"5b5h76mnsd5jibq.ddns.net","custom static list mthcht"
"mernesseller.shop","custom static list mthcht"
"register-cysic.org","custom static list mthcht"
"ewallpaper.co.cc","custom static list mthcht"
"secure01-post.dnset.com","custom static list mthcht"
"acesportal.com","custom static list mthcht"
"usfkxkjihu.duckdns.org","custom static list mthcht"
"lmsalestore.com","custom static list mthcht"
"cloudmediaportal.com","custom static list mthcht"
"bdagscans.network","custom static list mthcht"
"ilmuajnfdh.duckdns.org","custom static list mthcht"
"kiolokgangan.duckdns.org","custom static list mthcht"
"wellsfargoportal.duckdns.org","custom static list mthcht"
"hgysupdate.ddns.net","custom static list mthcht"
"bfdtrhfsg.4dq.com","custom static list mthcht"
"i6gpc4ifuvwvwpqx1rgh7na.ddns.net","custom static list mthcht"
"fluoridated-prickle-father.glitch.me","custom static list mthcht"
"gatopretoonline.com","custom static list mthcht"
"kxlllyycpp.duckdns.org","custom static list mthcht"
"secure-bofa011146.serveuser.com","custom static list mthcht"
"srs.my03.com","custom static list mthcht"
"errngreefeslelc.top","custom static list mthcht"
"cap.presttigeadviceltd.com","custom static list mthcht"
"thegreatsun.no-ip.biz","custom static list mthcht"
"mail.fiwooei.mjusy.com","custom static list mthcht"
"app0-accountverify0.servehttp.com","custom static list mthcht"
"mautolink.com","custom static list mthcht"
"entrust.work","custom static list mthcht"
"teiecalinm.com","custom static list mthcht"
"yokiri.com","custom static list mthcht"
"38qncbyjs6sro0ajid7.ddns.net","custom static list mthcht"
"robinhud-logi-k.w3spaces.com","custom static list mthcht"
"veriffy-chaseq-acess9sa.4pu.com","custom static list mthcht"
"ori2itsn3tgd7dstq6qhypo.ddns.net","custom static list mthcht"
"uyghur.25u.com","custom static list mthcht"
"bott.zapto.org","custom static list mthcht"
"tedbakersingaporeoutlet.com","custom static list mthcht"
"ncldqibuhl.duckdns.org","custom static list mthcht"
"f.gettrustpayment.live","custom static list mthcht"
"teieyqoxvn.club","custom static list mthcht"
"kyleer.duckdns.org","custom static list mthcht"
"certralldspatch.top","custom static list mthcht"
"vps30002026.kozow.com","custom static list mthcht"
"qyzbfuchyn.duckdns.org","custom static list mthcht"
"v.gettrustpayment.live","custom static list mthcht"
"anfkmtymqv.duckdns.org","custom static list mthcht"
"sevgililer-gunu-ozel-kampanya-son-gun.jkub.com","custom static list mthcht"
"supportkualitas.com","custom static list mthcht"
"getfunko.com","custom static list mthcht"
"loginhelp-mygov.com","custom static list mthcht"
"sec01-authrabobe-verif.dnset.com","custom static list mthcht"
"jeyti37ewsh.jetos.com","custom static list mthcht"
"trustonepay.live","custom static list mthcht"
"usdt-flow.cc","custom static list mthcht"
"m-citizenonline.25u.com","custom static list mthcht"
"pz20.25u.com","custom static list mthcht"
"claims-quick.live","custom static list mthcht"
"nsbghvjafe.25u.com","custom static list mthcht"
"mercadomlclientes.duckdns.org","custom static list mthcht"
"n0tf1ix-sec07b.otzo.com","custom static list mthcht"
"confirmation-id9827.com","custom static list mthcht"
"solep.online","custom static list mthcht"
"assistenza-posteitaliane-myposte-titolare.ns01.info","custom static list mthcht"
"mgmtwork.com","custom static list mthcht"
"anthonycolanino.shop","custom static list mthcht"
"hjqrhsxsyr.duckdns.org","custom static list mthcht"
"iakjmsnffu.duckdns.org","custom static list mthcht"
"bet365-tf.com","custom static list mthcht"
"rotation.dnset.com","custom static list mthcht"
"remcos.got-game.org","custom static list mthcht"
"iysuvsjlza.duckdns.org","custom static list mthcht"
"tjxqpoz.duckdns.org","custom static list mthcht"
"indian-lotus.cc","custom static list mthcht"
"hkghghfdhd.yao.cl","custom static list mthcht"
"campbellnoah.shop","custom static list mthcht"
"playmobilelegends.ooguy.com","custom static list mthcht"
"mkjcppcpbf.duckdns.org","custom static list mthcht"
"matrix-flowx.site","custom static list mthcht"
"subdomain.ooguy.com","custom static list mthcht"
"xfinity-lnformsupp.duckdns.org","custom static list mthcht"
"hyperliquidpc.com","custom static list mthcht"
"mhlmrsnzslere.mooo.com","custom static list mthcht"
"update.account.support.login.bczrxz.cn","custom static list mthcht"
"zalando.xin","custom static list mthcht"
"fwunghizbl.duckdns.org","custom static list mthcht"
"nvnaf.cstkosib.icu","custom static list mthcht"
"servicepanel-support.gleeze.com","custom static list mthcht"
"secure-usa-reply.gleeze.com","custom static list mthcht"
"flip7tracker.com","custom static list mthcht"
"1-26blogs.co.cc","custom static list mthcht"
"rbc-express-online.com","custom static list mthcht"
"npzdwcirqm.duckdns.org","custom static list mthcht"
"confirmation-id5733.com","custom static list mthcht"
"securea-truisty.my03.com","custom static list mthcht"
"kampoengsyariah.com","custom static list mthcht"
"kiugfswhtg.duckdns.org","custom static list mthcht"
"3lvko4s44e73.co.cc","custom static list mthcht"
"exspinbug16.dnset.com","custom static list mthcht"
"confirmation-id37441.com","custom static list mthcht"
"gaa0bv2.duckdns.org","custom static list mthcht"
"jupyternotebookcollections.com","custom static list mthcht"
"mtbonlinexxbxa.changeip.net","custom static list mthcht"
"qjdcfrfdcp.duckdns.org","custom static list mthcht"
"driectbnk-jibuma.com","custom static list mthcht"
"bafybeihfwda45vhbhsfj5k72x57ip6cezhmwxpxe2rhjz3sxbicqwnmnca.ipfs.dweb.link","custom static list mthcht"
"myapp-w3sernet1bm.myz.info","custom static list mthcht"
"setoxs.no-ip.info","custom static list mthcht"
"rilomenifis.com","custom static list mthcht"
"ebyrv769.mrbonus.com","custom static list mthcht"
"www-garantibbva-kredi-basvuru.25u.com","custom static list mthcht"
"vego.ddns.net","custom static list mthcht"
"weddingtt.com","custom static list mthcht"
"fdsahj.mrbasic.com","custom static list mthcht"
"masaa.sexidude.com","custom static list mthcht"
"tkooyvff.cn","custom static list mthcht"
"vcmrekbadm.duckdns.org","custom static list mthcht"
"d.mymst.top","custom static list mthcht"
"qubira.shop","custom static list mthcht"
"websiteresmi-shopee.duckdns.org","custom static list mthcht"
"yltbgajfcw.duckdns.org","custom static list mthcht"
"frosttreasuryconnect.com-s5.es","custom static list mthcht"
"2www.rem1225.duckdns.org","custom static list mthcht"
"paypal-upload.coinbaseonecar.com","custom static list mthcht"
"mummy-claim-pubgm.dnset.com","custom static list mthcht"
"prj-pa.info","custom static list mthcht"
"secureveric02.ikwb.com","custom static list mthcht"
"boutiquehotelmatthiol.world","custom static list mthcht"
"confirmation-id3681.com","custom static list mthcht"
"lbank.golf","custom static list mthcht"
"mtbonline.dnset.com","custom static list mthcht"
"bbva-es-personal-particulare004.duckdns.org","custom static list mthcht"
"kidsfurnishoff.shop","custom static list mthcht"
"contarctusquaratined-219eb4.alpha-ai.page","custom static list mthcht"
"mass.gov-zaa.cc","custom static list mthcht"
"6zvny7tot.duckdns.org","custom static list mthcht"
"bake.ukuphal.com","custom static list mthcht"
"rsbsp.com","custom static list mthcht"
"afcuu.dns1.us","custom static list mthcht"
"learn-coinbase-cdn.dream.space","custom static list mthcht"
"xxqddqddde.duckdns.org","custom static list mthcht"
"maccloud12.com","custom static list mthcht"
"myhostn.ddns.net","custom static list mthcht"
"cxot1h1pgvmhmfm.ddns.net","custom static list mthcht"
"iw.mrslove.com","custom static list mthcht"
"frozendeals.top","custom static list mthcht"
"milerianer.org","custom static list mthcht"
"luxtrust.me","custom static list mthcht"
"secure03wfbverify.dnset.com","custom static list mthcht"
"m.trustonepay.live","custom static list mthcht"
"tmqbxiguim.duckdns.org","custom static list mthcht"
"gtfr.2bd.net","custom static list mthcht"
"bitbill.shop","custom static list mthcht"
"secure-bofa011155.serveuser.com","custom static list mthcht"
"tege.club","custom static list mthcht"
"5hq85jmd7lyv7d1xgjo.ddns.net","custom static list mthcht"
"secure-bofa011171.serveuser.com","custom static list mthcht"
"coinbaseyy.com","custom static list mthcht"
"millionways.duckdns.org","custom static list mthcht"
"tkrevex.com","custom static list mthcht"
"abrilparadon.duckdns.org","custom static list mthcht"
"sports888.xyz","custom static list mthcht"
"nuljjjnuli.org","custom static list mthcht"
"rizrphpnij.duckdns.org","custom static list mthcht"
"kgmblbrchgs.ddnsgeek.com","custom static list mthcht"
"as3sorv1rtualmsn.iceiy.com","custom static list mthcht"
"53rd-secureonlinebanking-authorize.dnset.com","custom static list mthcht"
"mail.microsoft-atualiza.com","custom static list mthcht"
"jointo27.co.cc","custom static list mthcht"
"accountboa-csinformation.duckdns.org","custom static list mthcht"
"com-hotel-id173248.com","custom static list mthcht"
"atta.toshibanetcam.com","custom static list mthcht"
"rvf.psbcfcfi.cyou","custom static list mthcht"
"garuda09.ddns.net","custom static list mthcht"
"ns.infinitycloud.info","custom static list mthcht"
"tablecleaners.ooguy.com","custom static list mthcht"
"uschse-sec01.dns05.com","custom static list mthcht"
"dskdndn.mjusy.com","custom static list mthcht"
"emailsforme.co.cc","custom static list mthcht"
"cutpricehome.shop","custom static list mthcht"
"abdou54.ddns.net","custom static list mthcht"
"kgmnzhgzbrcsrgm.ddnsgeek.com","custom static list mthcht"
"prj-ph.info","custom static list mthcht"
"cloud.cdndynamic.com","custom static list mthcht"
"stitchmiscpaew.shop","custom static list mthcht"
"etc-nvudsdf.jetos.com","custom static list mthcht"
"heloman.top","custom static list mthcht"
"bbtinfoservednsmanger7truis.dns04.com","custom static list mthcht"
"xtoken-market.org","custom static list mthcht"
"fastemail.dnsrd.com","custom static list mthcht"
"reviewassignment.in","custom static list mthcht"
"ecolombia223.casacam.net","custom static list mthcht"
